trajectory_mode,effect_size,cell_id,phase,checkpoint,scope,measurement_space,statistic,n_replicates,n_available,n_unavailable,mean,sd,median
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,expression,standardized_feature,delta,100,100,0,1.1802707803437948,0.8821156900813617,1.0157932108194885
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,expression,standardized_feature,path_length[A],100,100,0,39.15429894657793,1.2863368091545062,39.22631907468792
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,expression,standardized_feature,path_length[B],100,100,0,39.12395060482269,1.4590943716785036,39.08772086470577
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,expression,standardized_feature,shape,100,100,0,0.06472393767292807,0.018069749837969735,0.06446885823031834
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,joint,standardized_feature,angle,100,100,0,61.87161777232621,25.809206449658042,51.424627114512816
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,joint,standardized_feature,delta,100,100,0,1.3987454250183686,1.0387434289084505,1.0947069273564551
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,joint,standardized_feature,path_length[A],100,100,0,86.90857640073446,2.294772668912264,87.32656471479439
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,joint,standardized_feature,path_length[B],100,100,0,86.88092528468484,2.6464777656525773,87.08215932548835
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,joint,standardized_feature,shape,100,100,0,0.03449856132862429,0.009466135932067774,0.034536971995591845
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,methylation,standardized_feature,angle,100,100,0,59.32352156927835,24.8894815598777,49.84178498756776
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,methylation,standardized_feature,delta,100,100,0,0.6094829721989544,0.4415774986840029,0.5565939312796644
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,methylation,standardized_feature,path_length[A],100,100,0,60.08411142436935,1.771721676785329,60.22669221276178
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,methylation,standardized_feature,path_length[B],100,100,0,60.253681486979765,1.9943717330512776,60.19896491449006
