trajectory_mode,effect_size,cell_id,phase,configuration,n_replicates,n_recorded,n_available,mean_eigengap,sd_eigengap,q25_eigengap,median_eigengap,q75_eigengap,min_eigengap,max_eigengap
magnitude,1.0,power_design-bfbc0b17359a,power_design,B,100,100,100,0.04493003783777369,0.02632933434982649,0.02560670579943433,0.04252539804909458,0.06166751173153509,0.0037727842980784243,0.11937453626992628
magnitude,1.0,power_design-bfbc0b17359a,power_design,pooled,100,100,100,0.04866817603748839,0.028327190829756356,0.029188346956857972,0.04418534690545323,0.06564560107080478,0.0021749870108478953,0.12481802634335565
magnitude,1.0,power_primary-41c6cde5d41f,power_primary,A,100,100,100,0.05845461878774374,0.03297681313072741,0.036423402129933724,0.05487674202079737,0.07849498522654391,0.003348261270704034,0.15276840298117111
magnitude,1.0,power_primary-41c6cde5d41f,power_primary,B,100,100,100,0.04659163615002407,0.025703833004372463,0.026382523722097803,0.04340305258030419,0.06289277588618372,0.005429249735109831,0.11664828710321307
magnitude,1.0,power_primary-41c6cde5d41f,power_primary,pooled,100,100,100,0.05076574433333025,0.02838343227772615,0.02952182308581809,0.047762971254776077,0.06757123279614491,0.003488209510355056,0.1268802940545436
none,0.0,power_design-7c20e3ab5743,power_design,A,100,100,100,0.04918998409915717,0.029092320733768627,0.029274329616908817,0.04649031218679828,0.06769287270702673,0.0036335599821368247,0.1300159750006631
none,0.0,power_design-7c20e3ab5743,power_design,B,100,100,100,0.04896700575086992,0.028753918566185796,0.02953305056225078,0.045555466342259154,0.06254524399298426,0.0013409730269712261,0.13030648356111257
none,0.0,power_design-7c20e3ab5743,power_design,pooled,100,100,100,0.04925031230213084,0.02895380135574319,0.029174366936868742,0.04696384060417455,0.06623474167792794,0.0007619056329803975,0.12932155627493908
none,0.0,power_design-7ea649f81742,power_design,A,100,100,100,0.0509071705756864,0.029329946000201636,0.029619617022473843,0.04679930268979127,0.06543576510536643,0.003572789507115537,0.13281294569986346
none,0.0,power_design-7ea649f81742,power_design,B,100,100,100,0.05029108969587444,0.02831542582271579,0.029361789279681888,0.048586613670928286,0.06959579618057757,0.0009618214042539375,0.130507737210399
none,0.0,power_design-7ea649f81742,power_design,pooled,100,100,100,0.0505579239903709,0.0287634217877255,0.029807014271930762,0.047992719659651045,0.06803180163119123,0.004106099381664008,0.1316519720662711
none,0.0,power_design-bce28a241315,power_design,A,100,100,100,0.04915101299576427,0.029057799530442477,0.029197992128089073,0.04643455836979152,0.06771319536623464,0.0038134754775243085,0.12991386580670022
none,0.0,power_design-bce28a241315,power_design,B,100,100,100,0.04895974094362885,0.0287543085894207,0.029592220770827016,0.045505382032845904,0.06262503997596747,0.0012998153695905623,0.13036853928305664
none,0.0,power_design-bce28a241315,power_design,pooled,100,100,100,0.04922569549134974,0.028944435590986625,0.029161676526088934,0.04690981548353901,0.06626354951393901,0.0007071648846566081,0.12927327675969152
none,0.0,power_design-cbbcefaa8202,power_design,A,100,100,100,0.04911892013083962,0.029027386104836163,0.029139024701204316,0.04631827937127536,0.06763717401775973,0.0038468747204675746,0.1298924820107753
none,0.0,power_design-cbbcefaa8202,power_design,B,100,100,100,0.04893706819637672,0.028743747009208766,0.029729517350642498,0.04559220999521321,0.062407326055578013,0.0012869715970203477,0.1303270922872964
none,0.0,power_design-cbbcefaa8202,power_design,pooled,100,100,100,0.04922201031794244,0.028940798758973985,0.02917322685729004,0.04691537524078887,0.06623266966601382,0.0006953090660291039,0.12928273707234605
none,0.0,power_design-f48ce1d99e6e,power_design,A,100,100,100,0.049128084670081035,0.029035103195516426,0.029142227738849474,0.04636661571546907,0.06766196735784567,0.0038377532864729003,0.12989893341227343
none,0.0,power_design-f48ce1d99e6e,power_design,B,100,100,100,0.0489507300196724,0.028743886704788047,0.02976179795946632,0.04559788039105625,0.06248605644733696,0.0012890556401634612,0.13036182054842832
none,0.0,power_design-f48ce1d99e6e,power_design,pooled,100,100,100,0.04922452789540473,0.028941806869511245,0.029177464684016385,0.046913292998375294,0.06623397485106897,0.0006898366165639658,0.1292859737752738
none,0.0,power_primary-55dc620ae48b,power_primary,A,100,100,100,0.05239462841668253,0.029506580094093397,0.03116867783750643,0.048069529027317925,0.0709295912636941,0.003572789507115537,0.13281294569986346
none,0.0,power_primary-55dc620ae48b,power_primary,B,100,100,100,0.0517229838236322,0.028313907527804702,0.030306497853274203,0.04945500381782561,0.0705061328023822,0.0009618214042532713,0.130507737210399
none,0.0,power_primary-55dc620ae48b,power_primary,pooled,100,100,100,0.05201560522742796,0.02884484944352615,0.03038727885926934,0.04849311392939534,0.07031531140033999,0.004106099381665174,0.1316519720662711
none,,type_i_baseline-253f1c4ad4c0,type_i_baseline,A,100,100,100,0.0519644052500333,0.028243208385437733,0.028932899886369975,0.04691963998523674,0.06926675752441135,0.009586103130020174,0.12747406715721565
none,,type_i_baseline-253f1c4ad4c0,type_i_baseline,B,100,100,100,0.051764430160218394,0.027177443447958173,0.029281711640312694,0.04776119544632948,0.06974472323058101,0.008449614024135854,0.13194899315605202
