evaluation.integration_params.forced_components,phase,is_baseline,trajectory_mode,effect_size,statistic,n_cells,n_replicates,n_available,n_rejected,rejection_rate,monte_carlo_se,n_eigengap_available,mean_eigengap,q33_eigengap,median_eigengap,q67_eigengap,n_angle_null_available,median_angle_null_q95,iqr_angle_null_q95,sd_angle_null_q95,n_selected_lv_available,median_selected_lv,min_selected_lv,max_selected_lv,component_selection
6.0,power_design,False,translation,0.25,angle,1,100,100,4,0.04,0.019595917942265423,100,0.050566976553480886,0.036714092483284166,0.04702591938567674,0.059373893479826634,100,10.803409319336296,5.676681316969505,41.600486040309704,100,6.0,6,6,forced
6.0,power_design,False,translation,0.25,shape,1,100,100,0,0.0,0.0,100,0.050566976553480886,0.036714092483284166,0.04702591938567674,0.059373893479826634,100,10.803409319336296,5.676681316969505,41.600486040309704,100,6.0,6,6,forced
6.0,power_design,False,translation,0.5,delta,1,100,100,1,0.01,0.0099498743710662,100,0.050222639904014515,0.03566031822468546,0.048177846972130844,0.05689170614720945,100,10.307894033661546,3.705188787203438,41.83771043553176,100,6.0,6,6,forced
6.0,power_design,False,translation,0.5,angle,1,100,100,3,0.03,0.01705872210923198,100,0.050222639904014515,0.03566031822468546,0.048177846972130844,0.05689170614720945,100,10.307894033661546,3.705188787203438,41.83771043553176,100,6.0,6,6,forced
6.0,power_design,False,translation,0.5,shape,1,100,100,0,0.0,0.0,100,0.050222639904014515,0.03566031822468546,0.048177846972130844,0.05689170614720945,100,10.307894033661546,3.705188787203438,41.83771043553176,100,6.0,6,6,forced
6.0,power_design,False,translation,1.0,delta,1,100,100,1,0.01,0.0099498743710662,100,0.050498710012020984,0.035747258814356975,0.04660065395176444,0.057721386840147604,100,9.976983270857602,4.206167334122826,41.71838605542794,100,6.0,6,6,forced
6.0,power_design,False,translation,1.0,angle,1,100,100,3,0.03,0.01705872210923198,100,0.050498710012020984,0.035747258814356975,0.04660065395176444,0.057721386840147604,100,9.976983270857602,4.206167334122826,41.71838605542794,100,6.0,6,6,forced
6.0,power_design,False,translation,1.0,shape,1,100,100,1,0.01,0.0099498743710662,100,0.050498710012020984,0.035747258814356975,0.04660065395176444,0.057721386840147604,100,9.976983270857602,4.206167334122826,41.71838605542794,100,6.0,6,6,forced
9.0,power_design,False,magnitude,0.25,delta,1,100,100,100,1.0,0.0,100,0.04885282214572979,0.034448638750778804,0.045346275695582444,0.054672429965851255,100,10.720320992545748,5.289966729615305,49.5801931325713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,0.25,angle,1,100,100,8,0.08,0.027129319932501072,100,0.04885282214572979,0.034448638750778804,0.045346275695582444,0.054672429965851255,100,10.720320992545748,5.289966729615305,49.5801931325713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,0.25,shape,1,100,100,12,0.12,0.03249615361854384,100,0.04885282214572979,0.034448638750778804,0.045346275695582444,0.054672429965851255,100,10.720320992545748,5.289966729615305,49.5801931325713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,0.5,delta,1,100,100,100,1.0,0.0,100,0.048682267023187856,0.034246912438689936,0.044268845515675614,0.05516371611806181,100,11.276937679155447,6.492036738936793,52.96106717869713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,0.5,angle,1,100,100,67,0.67,0.04702127178203499,100,0.048682267023187856,0.034246912438689936,0.044268845515675614,0.05516371611806181,100,11.276937679155447,6.492036738936793,52.96106717869713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,0.5,shape,1,100,100,23,0.23,0.042083250825001625,100,0.048682267023187856,0.034246912438689936,0.044268845515675614,0.05516371611806181,100,11.276937679155447,6.492036738936793,52.96106717869713,100,9.0,9,9,forced
9.0,power_design,False,magnitude,1.0,delta,1,100,100,100,1.0,0.0,100,0.04862789132691204,0.03474510559026822,0.04421021608294301,0.05504533155703811,100,13.129771656588561,11.640670845729531,53.979431408257064,100,9.0,9,9,forced
9.0,power_design,False,magnitude,1.0,angle,1,100,100,80,0.8,0.04,100,0.04862789132691204,0.03474510559026822,0.04421021608294301,0.05504533155703811,100,13.129771656588561,11.640670845729531,53.979431408257064,100,9.0,9,9,forced
9.0,power_design,False,magnitude,1.0,shape,1,100,100,53,0.53,0.04990991885387112,100,0.04862789132691204,0.03474510559026822,0.04421021608294301,0.05504533155703811,100,13.129771656588561,11.640670845729531,53.979431408257064,100,9.0,9,9,forced
9.0,power_design,False,none,0.0,delta,1,100,100,0,0.0,0.0,100,0.04922452789540473,0.034433561589590045,0.046913292998375294,0.05546629426027527,100,11.13927694842678,5.135655154564844,47.90455530731091,100,9.0,9,9,forced
9.0,power_design,False,none,0.0,angle,1,100,100,2,0.02,0.014,100,0.04922452789540473,0.034433561589590045,0.046913292998375294,0.05546629426027527,100,11.13927694842678,5.135655154564844,47.90455530731091,100,9.0,9,9,forced
9.0,power_design,False,none,0.0,shape,1,100,100,0,0.0,0.0,100,0.04922452789540473,0.034433561589590045,0.046913292998375294,0.05546629426027527,100,11.13927694842678,5.135655154564844,47.90455530731091,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.25,delta,1,100,100,57,0.57,0.04950757517794625,100,0.04795448669366307,0.030907237048511005,0.04438380630642741,0.05793117619448296,100,12.11653829235511,7.481953506184061,51.35262478382473,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.25,angle,1,100,100,86,0.86,0.03469870314579494,100,0.04795448669366307,0.030907237048511005,0.04438380630642741,0.05793117619448296,100,12.11653829235511,7.481953506184061,51.35262478382473,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.25,shape,1,100,100,96,0.96,0.019595917942265433,100,0.04795448669366307,0.030907237048511005,0.04438380630642741,0.05793117619448296,100,12.11653829235511,7.481953506184061,51.35262478382473,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.5,delta,1,100,100,65,0.65,0.047696960070847276,100,0.051027155232528904,0.036269894281556525,0.0474777580142175,0.05803195983618814,100,12.978383390862003,10.891039041881719,54.000433219710025,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.5,angle,1,100,100,82,0.82,0.0384187454245971,100,0.051027155232528904,0.036269894281556525,0.0474777580142175,0.05803195983618814,100,12.978383390862003,10.891039041881719,54.000433219710025,100,9.0,9,9,forced
9.0,power_design,False,orientation,0.5,shape,1,100,100,89,0.89,0.031288975694324025,100,0.051027155232528904,0.036269894281556525,0.0474777580142175,0.05803195983618814,100,12.978383390862003,10.891039041881719,54.000433219710025,100,9.0,9,9,forced
9.0,power_design,False,orientation,1.0,delta,1,100,100,47,0.47,0.04990991885387112,100,0.04763348132176962,0.03070723132333325,0.03975139744479572,0.0589920258893723,100,16.220591046521207,22.196971682019168,54.989585506809036,100,9.0,9,9,forced
9.0,power_design,False,orientation,1.0,angle,1,100,100,81,0.81,0.03923009049186606,100,0.04763348132176962,0.03070723132333325,0.03975139744479572,0.0589920258893723,100,16.220591046521207,22.196971682019168,54.989585506809036,100,9.0,9,9,forced
9.0,power_design,False,orientation,1.0,shape,1,100,100,60,0.6,0.04898979485566356,100,0.04763348132176962,0.03070723132333325,0.03975139744479572,0.0589920258893723,100,16.220591046521207,22.196971682019168,54.989585506809036,100,9.0,9,9,forced
9.0,power_design,False,shape,0.25,delta,1,100,100,67,0.67,0.04702127178203499,100,0.05080877379685485,0.03410989412289572,0.04581533062080953,0.06122141299154499,100,10.71174949281114,4.081464111540447,28.393392815188218,100,9.0,9,9,forced
9.0,power_design,False,shape,0.25,angle,1,100,100,82,0.82,0.0384187454245971,100,0.05080877379685485,0.03410989412289572,0.04581533062080953,0.06122141299154499,100,10.71174949281114,4.081464111540447,28.393392815188218,100,9.0,9,9,forced
9.0,power_design,False,shape,0.25,shape,1,100,100,83,0.83,0.037563279941985904,100,0.05080877379685485,0.03410989412289572,0.04581533062080953,0.06122141299154499,100,10.71174949281114,4.081464111540447,28.393392815188218,100,9.0,9,9,forced
9.0,power_design,False,shape,0.5,delta,1,100,100,54,0.54,0.04983974317750845,100,0.052431134569784724,0.03543426346171391,0.04826427810229572,0.0621970552785403,100,10.380047498378008,5.7405726133463,35.592245354933716,100,9.0,9,9,forced
9.0,power_design,False,shape,0.5,angle,1,100,100,89,0.89,0.031288975694324025,100,0.052431134569784724,0.03543426346171391,0.04826427810229572,0.0621970552785403,100,10.380047498378008,5.7405726133463,35.592245354933716,100,9.0,9,9,forced
9.0,power_design,False,shape,0.5,shape,1,100,100,74,0.74,0.04386342439892262,100,0.052431134569784724,0.03543426346171391,0.04826427810229572,0.0621970552785403,100,10.380047498378008,5.7405726133463,35.592245354933716,100,9.0,9,9,forced
9.0,power_design,False,shape,1.0,delta,1,100,100,53,0.53,0.04990991885387112,100,0.059799185447814984,0.04169607246996526,0.05488751940482475,0.06854042491741269,100,10.02669615077907,3.9719535963546715,31.551796677626644,100,9.0,9,9,forced
9.0,power_design,False,shape,1.0,angle,1,100,100,95,0.95,0.021794494717703377,100,0.059799185447814984,0.04169607246996526,0.05488751940482475,0.06854042491741269,100,10.02669615077907,3.9719535963546715,31.551796677626644,100,9.0,9,9,forced
9.0,power_design,False,shape,1.0,shape,1,100,100,58,0.58,0.04935585071701227,100,0.059799185447814984,0.04169607246996526,0.05488751940482475,0.06854042491741269,100,10.02669615077907,3.9719535963546715,31.551796677626644,100,9.0,9,9,forced
9.0,power_design,False,translation,0.25,delta,1,100,100,0,0.0,0.0,100,0.050564986786634514,0.03672357266863885,0.04702390779930227,0.05940573373991914,100,10.769965545128926,6.3175407430352735,41.689904021169454,100,9.0,9,9,forced
9.0,power_design,False,translation,0.25,angle,1,100,100,4,0.04,0.019595917942265423,100,0.050564986786634514,0.03672357266863885,0.04702390779930227,0.05940573373991914,100,10.769965545128926,6.3175407430352735,41.689904021169454,100,9.0,9,9,forced
9.0,power_design,False,translation,0.25,shape,1,100,100,0,0.0,0.0,100,0.050564986786634514,0.03672357266863885,0.04702390779930227,0.05940573373991914,100,10.769965545128926,6.3175407430352735,41.689904021169454,100,9.0,9,9,forced
9.0,power_design,False,translation,0.5,delta,1,100,100,1,0.01,0.0099498743710662,100,0.050216359624142726,0.03567062486519679,0.04818350535061244,0.05686803279054109,100,10.439910590708685,3.861043829476733,41.92394414124426,100,9.0,9,9,forced
9.0,power_design,False,translation,0.5,angle,1,100,100,3,0.03,0.01705872210923198,100,0.050216359624142726,0.03567062486519679,0.04818350535061244,0.05686803279054109,100,10.439910590708685,3.861043829476733,41.92394414124426,100,9.0,9,9,forced
9.0,power_design,False,translation,0.5,shape,1,100,100,0,0.0,0.0,100,0.050216359624142726,0.03567062486519679,0.04818350535061244,0.05686803279054109,100,10.439910590708685,3.861043829476733,41.92394414124426,100,9.0,9,9,forced
9.0,power_design,False,translation,1.0,delta,1,100,100,1,0.01,0.0099498743710662,100,0.050493288768686695,0.03575106023479957,0.0465995323734647,0.057757815500377396,100,10.065093612488988,4.316684339186182,41.53699226356229,100,9.0,9,9,forced
9.0,power_design,False,translation,1.0,angle,1,100,100,3,0.03,0.01705872210923198,100,0.050493288768686695,0.03575106023479957,0.0465995323734647,0.057757815500377396,100,10.065093612488988,4.316684339186182,41.53699226356229,100,9.0,9,9,forced
9.0,power_design,False,translation,1.0,shape,1,100,100,1,0.01,0.0099498743710662,100,0.050493288768686695,0.03575106023479957,0.0465995323734647,0.057757815500377396,100,10.065093612488988,4.316684339186182,41.53699226356229,100,9.0,9,9,forced
12.0,power_design,False,magnitude,0.25,delta,1,100,100,100,1.0,0.0,100,0.04884887725107436,0.034435843097843144,0.04534167649130258,0.05468253385619015,100,10.764847625048155,5.295256617903652,49.29205970299228,100,12.0,12,12,forced
12.0,power_design,False,magnitude,0.25,angle,1,100,100,12,0.12,0.03249615361854384,100,0.04884887725107436,0.034435843097843144,0.04534167649130258,0.05468253385619015,100,10.764847625048155,5.295256617903652,49.29205970299228,100,12.0,12,12,forced
12.0,power_design,False,magnitude,0.25,shape,1,100,100,11,0.11,0.03128897569432403,100,0.04884887725107436,0.034435843097843144,0.04534167649130258,0.05468253385619015,100,10.764847625048155,5.295256617903652,49.29205970299228,100,12.0,12,12,forced
12.0,power_design,False,magnitude,0.5,delta,1,100,100,100,1.0,0.0,100,0.04867628828142458,0.03423744827544678,0.044295977784460955,0.05516322557372627,100,11.397206733388458,6.404202849840846,52.8362770074367,100,12.0,12,12,forced
12.0,power_design,False,magnitude,0.5,angle,1,100,100,77,0.77,0.042083250825001625,100,0.04867628828142458,0.03423744827544678,0.044295977784460955,0.05516322557372627,100,11.397206733388458,6.404202849840846,52.8362770074367,100,12.0,12,12,forced
12.0,power_design,False,magnitude,0.5,shape,1,100,100,31,0.31,0.04624932431938871,100,0.04867628828142458,0.03423744827544678,0.044295977784460955,0.05516322557372627,100,11.397206733388458,6.404202849840846,52.8362770074367,100,12.0,12,12,forced
12.0,power_design,False,magnitude,1.0,delta,1,100,100,100,1.0,0.0,100,0.048620149741528354,0.034792592842820824,0.04420147930340873,0.05503884411787524,100,13.3142216879483,11.612233765757146,53.95399807832443,100,12.0,12,12,forced
12.0,power_design,False,magnitude,1.0,angle,1,100,100,81,0.81,0.03923009049186606,100,0.048620149741528354,0.034792592842820824,0.04420147930340873,0.05503884411787524,100,13.3142216879483,11.612233765757146,53.95399807832443,100,12.0,12,12,forced
12.0,power_design,False,magnitude,1.0,shape,1,100,100,50,0.5,0.05,100,0.048620149741528354,0.034792592842820824,0.04420147930340873,0.05503884411787524,100,13.3142216879483,11.612233765757146,53.95399807832443,100,12.0,12,12,forced
12.0,power_design,False,none,0.0,delta,1,100,100,0,0.0,0.0,100,0.04922201031794244,0.034429948079416295,0.04691537524078887,0.05546857673050265,100,11.204959414586442,5.064988044637964,47.82898226943624,100,12.0,12,12,forced
12.0,power_design,False,none,0.0,angle,1,100,100,2,0.02,0.014,100,0.04922201031794244,0.034429948079416295,0.04691537524078887,0.05546857673050265,100,11.204959414586442,5.064988044637964,47.82898226943624,100,12.0,12,12,forced
12.0,power_design,False,none,0.0,shape,1,100,100,0,0.0,0.0,100,0.04922201031794244,0.034429948079416295,0.04691537524078887,0.05546857673050265,100,11.204959414586442,5.064988044637964,47.82898226943624,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.25,delta,1,100,100,57,0.57,0.04950757517794625,100,0.047948922739534626,0.030908650379560254,0.04437066275741189,0.057921584429743156,100,12.16742222876048,7.447704334832821,51.313634640587374,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.25,angle,1,100,100,87,0.87,0.03363034344160047,100,0.047948922739534626,0.030908650379560254,0.04437066275741189,0.057921584429743156,100,12.16742222876048,7.447704334832821,51.313634640587374,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.25,shape,1,100,100,96,0.96,0.019595917942265433,100,0.047948922739534626,0.030908650379560254,0.04437066275741189,0.057921584429743156,100,12.16742222876048,7.447704334832821,51.313634640587374,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.5,delta,1,100,100,65,0.65,0.047696960070847276,100,0.05102473145503627,0.03628797184120014,0.04746923464555694,0.058027782899232716,100,13.136490355019195,11.015758154917274,53.95479417597736,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.5,angle,1,100,100,83,0.83,0.037563279941985904,100,0.05102473145503627,0.03628797184120014,0.04746923464555694,0.058027782899232716,100,13.136490355019195,11.015758154917274,53.95479417597736,100,12.0,12,12,forced
12.0,power_design,False,orientation,0.5,shape,1,100,100,89,0.89,0.031288975694324025,100,0.05102473145503627,0.03628797184120014,0.04746923464555694,0.058027782899232716,100,13.136490355019195,11.015758154917274,53.95479417597736,100,12.0,12,12,forced
12.0,power_design,False,orientation,1.0,delta,1,100,100,47,0.47,0.04990991885387112,100,0.047618066193995806,0.030715267614569886,0.03978689086262413,0.05907919355132296,100,16.43964749718626,23.682457511281996,55.478614447710534,100,12.0,12,12,forced
12.0,power_design,False,orientation,1.0,angle,1,100,100,81,0.81,0.03923009049186606,100,0.047618066193995806,0.030715267614569886,0.03978689086262413,0.05907919355132296,100,16.43964749718626,23.682457511281996,55.478614447710534,100,12.0,12,12,forced
12.0,power_design,False,orientation,1.0,shape,1,100,100,62,0.62,0.048538644398046386,100,0.047618066193995806,0.030715267614569886,0.03978689086262413,0.05907919355132296,100,16.43964749718626,23.682457511281996,55.478614447710534,100,12.0,12,12,forced
12.0,power_design,False,shape,0.25,delta,1,100,100,67,0.67,0.04702127178203499,100,0.050804422369747144,0.03410784325850569,0.04580517503648984,0.06120744773374004,100,10.758430893257982,4.154891324713764,28.375955996200613,100,12.0,12,12,forced
12.0,power_design,False,shape,0.25,angle,1,100,100,82,0.82,0.0384187454245971,100,0.050804422369747144,0.03410784325850569,0.04580517503648984,0.06120744773374004,100,10.758430893257982,4.154891324713764,28.375955996200613,100,12.0,12,12,forced
12.0,power_design,False,shape,0.25,shape,1,100,100,85,0.85,0.035707142142714254,100,0.050804422369747144,0.03410784325850569,0.04580517503648984,0.06120744773374004,100,10.758430893257982,4.154891324713764,28.375955996200613,100,12.0,12,12,forced
12.0,power_design,False,shape,0.5,delta,1,100,100,54,0.54,0.04983974317750845,100,0.05242704999665021,0.03543335889604571,0.04825759115829756,0.062187591827844,100,10.446232051524284,5.730223801094779,35.57194008817616,100,12.0,12,12,forced
12.0,power_design,False,shape,0.5,angle,1,100,100,89,0.89,0.031288975694324025,100,0.05242704999665021,0.03543335889604571,0.04825759115829756,0.062187591827844,100,10.446232051524284,5.730223801094779,35.57194008817616,100,12.0,12,12,forced
12.0,power_design,False,shape,0.5,shape,1,100,100,74,0.74,0.04386342439892262,100,0.05242704999665021,0.03543335889604571,0.04825759115829756,0.062187591827844,100,10.446232051524284,5.730223801094779,35.57194008817616,100,12.0,12,12,forced
12.0,power_design,False,shape,1.0,delta,1,100,100,53,0.53,0.04990991885387112,100,0.059794077148679105,0.04167992972053208,0.0548855300190898,0.0685271897989066,100,10.129574828656798,3.9431694881072126,31.611636551433737,100,12.0,12,12,forced
12.0,power_design,False,shape,1.0,angle,1,100,100,95,0.95,0.021794494717703377,100,0.059794077148679105,0.04167992972053208,0.0548855300190898,0.0685271897989066,100,10.129574828656798,3.9431694881072126,31.611636551433737,100,12.0,12,12,forced
12.0,power_design,False,shape,1.0,shape,1,100,100,58,0.58,0.04935585071701227,100,0.059794077148679105,0.04167992972053208,0.0548855300190898,0.0685271897989066,100,10.129574828656798,3.9431694881072126,31.611636551433737,100,12.0,12,12,forced
12.0,power_design,False,translation,0.25,delta,1,100,100,0,0.0,0.0,100,0.050561042627973146,0.036724254650071786,0.047016191435277244,0.05939827775839912,100,10.817188189866958,6.14522699112646,41.60569969704344,100,12.0,12,12,forced
12.0,power_design,False,translation,0.25,angle,1,100,100,4,0.04,0.019595917942265423,100,0.050561042627973146,0.036724254650071786,0.047016191435277244,0.05939827775839912,100,10.817188189866958,6.14522699112646,41.60569969704344,100,12.0,12,12,forced
12.0,power_design,False,translation,0.25,shape,1,100,100,0,0.0,0.0,100,0.050561042627973146,0.036724254650071786,0.047016191435277244,0.05939827775839912,100,10.817188189866958,6.14522699112646,41.60569969704344,100,12.0,12,12,forced
12.0,power_design,False,translation,0.5,delta,1,100,100,1,0.01,0.0099498743710662,100,0.05021330486645669,0.03566665679328884,0.04818068386787694,0.05686653579781281,100,10.510509961913556,3.867850129744239,41.81430488096548,100,12.0,12,12,forced
12.0,power_design,False,translation,0.5,angle,1,100,100,3,0.03,0.01705872210923198,100,0.05021330486645669,0.03566665679328884,0.04818068386787694,0.05686653579781281,100,10.510509961913556,3.867850129744239,41.81430488096548,100,12.0,12,12,forced
12.0,power_design,False,translation,0.5,shape,1,100,100,0,0.0,0.0,100,0.05021330486645669,0.03566665679328884,0.04818068386787694,0.05686653579781281,100,10.510509961913556,3.867850129744239,41.81430488096548,100,12.0,12,12,forced
12.0,power_design,False,translation,1.0,delta,1,100,100,1,0.01,0.0099498743710662,100,0.05048957728969838,0.035744467194520346,0.046596715927559096,0.05775646059599493,100,10.154504352737383,4.324653525382693,41.21334031084124,100,12.0,12,12,forced
12.0,power_design,False,translation,1.0,angle,1,100,100,3,0.03,0.01705872210923198,100,0.05048957728969838,0.035744467194520346,0.046596715927559096,0.05775646059599493,100,10.154504352737383,4.324653525382693,41.21334031084124,100,12.0,12,12,forced
12.0,power_design,False,translation,1.0,shape,1,100,100,1,0.01,0.0099498743710662,100,0.05048957728969838,0.035744467194520346,0.046596715927559096,0.05775646059599493,100,10.154504352737383,4.324653525382693,41.21334031084124,100,12.0,12,12,forced
,power_primary,True,magnitude,0.25,delta,1,100,100,100,1.0,0.0,100,0.05146746758051285,0.037987890303105454,0.047708750269215755,0.06177372246988255,100,6.58655448181581,5.789950699663292,46.292513371450056,100,3.0,2,3,cv
,power_primary,True,magnitude,0.25,angle,1,100,100,10,0.1,0.030000000000000002,100,0.05146746758051285,0.037987890303105454,0.047708750269215755,0.06177372246988255,100,6.58655448181581,5.789950699663292,46.292513371450056,100,3.0,2,3,cv
,power_primary,True,magnitude,0.25,shape,1,100,100,31,0.31,0.04624932431938871,100,0.05146746758051285,0.037987890303105454,0.047708750269215755,0.06177372246988255,100,6.58655448181581,5.789950699663292,46.292513371450056,100,3.0,2,3,cv
,power_primary,True,magnitude,0.5,delta,1,100,100,100,1.0,0.0,100,0.05088102211800585,0.037436169602759306,0.047505309940414214,0.06091908392264472,100,8.135012981555434,7.857779954288232,50.80602557806115,100,3.0,2,3,cv
,power_primary,True,magnitude,0.5,angle,1,100,100,16,0.16,0.03666060555964672,100,0.05088102211800585,0.037436169602759306,0.047505309940414214,0.06091908392264472,100,8.135012981555434,7.857779954288232,50.80602557806115,100,3.0,2,3,cv
,power_primary,True,magnitude,0.5,shape,1,100,100,56,0.56,0.04963869458396342,100,0.05088102211800585,0.037436169602759306,0.047505309940414214,0.06091908392264472,100,8.135012981555434,7.857779954288232,50.80602557806115,100,3.0,2,3,cv
,power_primary,True,magnitude,1.0,delta,1,100,100,100,1.0,0.0,100,0.05076574433333025,0.03744568794853781,0.047762971254776077,0.06313388015834381,100,11.55087336410951,13.072948007701902,55.43456836118791,100,3.0,2,3,cv
,power_primary,True,magnitude,1.0,angle,1,100,100,24,0.24,0.04270831300812525,100,0.05076574433333025,0.03744568794853781,0.047762971254776077,0.06313388015834381,100,11.55087336410951,13.072948007701902,55.43456836118791,100,3.0,2,3,cv
,power_primary,True,magnitude,1.0,shape,1,100,100,74,0.74,0.04386342439892262,100,0.05076574433333025,0.03744568794853781,0.047762971254776077,0.06313388015834381,100,11.55087336410951,13.072948007701902,55.43456836118791,100,3.0,2,3,cv
,power_primary,True,none,0.0,delta,1,100,100,1,0.01,0.0099498743710662,100,0.05201560522742796,0.03900432559691719,0.04849311392939534,0.06081507985342438,100,5.921579497785056,4.876850035418579,43.19048553991592,100,3.0,2,3,cv
,power_primary,True,none,0.0,angle,1,100,100,2,0.02,0.014,100,0.05201560522742796,0.03900432559691719,0.04849311392939534,0.06081507985342438,100,5.921579497785056,4.876850035418579,43.19048553991592,100,3.0,2,3,cv
,power_primary,True,none,0.0,shape,1,100,100,3,0.03,0.01705872210923198,100,0.05201560522742796,0.03900432559691719,0.04849311392939534,0.06081507985342438,100,5.921579497785056,4.876850035418579,43.19048553991592,100,3.0,2,3,cv
,power_primary,True,orientation,0.25,delta,1,100,100,80,0.8,0.04,100,0.05028427957875003,0.031201764520368602,0.04886091830372294,0.05693534018473134,100,7.626676166499327,6.340654507220668,47.77919227058139,100,3.0,2,3,cv
,power_primary,True,orientation,0.25,angle,1,100,100,89,0.89,0.031288975694324025,100,0.05028427957875003,0.031201764520368602,0.04886091830372294,0.05693534018473134,100,7.626676166499327,6.340654507220668,47.77919227058139,100,3.0,2,3,cv
,power_primary,True,orientation,0.25,shape,1,100,100,100,1.0,0.0,100,0.05028427957875003,0.031201764520368602,0.04886091830372294,0.05693534018473134,100,7.626676166499327,6.340654507220668,47.77919227058139,100,3.0,2,3,cv
,power_primary,True,orientation,0.5,delta,1,100,100,77,0.77,0.042083250825001625,100,0.05198001649647489,0.03234693567336644,0.04766599009995437,0.06177795039519779,100,8.298396113087774,12.22731396562375,50.078383557274734,100,3.0,2,3,cv
,power_primary,True,orientation,0.5,angle,1,100,100,89,0.89,0.031288975694324025,100,0.05198001649647489,0.03234693567336644,0.04766599009995437,0.06177795039519779,100,8.298396113087774,12.22731396562375,50.078383557274734,100,3.0,2,3,cv
,power_primary,True,orientation,0.5,shape,1,100,100,100,1.0,0.0,100,0.05198001649647489,0.03234693567336644,0.04766599009995437,0.06177795039519779,100,8.298396113087774,12.22731396562375,50.078383557274734,100,3.0,2,3,cv
,power_primary,True,orientation,1.0,delta,1,100,100,91,0.91,0.028618176042508364,100,0.049878499125561276,0.0340429562533307,0.04545577881735466,0.059988284590010876,100,11.498884993608915,14.467033366396368,50.765097928127666,100,3.0,3,4,cv
,power_primary,True,orientation,1.0,angle,1,100,100,85,0.85,0.035707142142714254,100,0.049878499125561276,0.0340429562533307,0.04545577881735466,0.059988284590010876,100,11.498884993608915,14.467033366396368,50.765097928127666,100,3.0,3,4,cv
,power_primary,True,orientation,1.0,shape,1,100,100,99,0.99,0.009949874371066205,100,0.049878499125561276,0.0340429562533307,0.04545577881735466,0.059988284590010876,100,11.498884993608915,14.467033366396368,50.765097928127666,100,3.0,3,4,cv
,power_primary,True,shape,0.25,delta,1,100,100,79,0.79,0.0407308237088326,100,0.051814297256771454,0.033124860046100324,0.047672026206287854,0.06097316451864887,100,5.852880539787208,6.2262467125067165,31.251366462411287,100,3.0,2,3,cv
,power_primary,True,shape,0.25,angle,1,100,100,73,0.73,0.044395945760846225,100,0.051814297256771454,0.033124860046100324,0.047672026206287854,0.06097316451864887,100,5.852880539787208,6.2262467125067165,31.251366462411287,100,3.0,2,3,cv
,power_primary,True,shape,0.25,shape,1,100,100,95,0.95,0.021794494717703377,100,0.051814297256771454,0.033124860046100324,0.047672026206287854,0.06097316451864887,100,5.852880539787208,6.2262467125067165,31.251366462411287,100,3.0,2,3,cv
,power_primary,True,shape,0.5,delta,1,100,100,88,0.88,0.03249615361854384,100,0.05427003988977057,0.038146413231764986,0.04908959388679601,0.0629338013792815,100,6.057217619618443,7.10237132513176,32.40410606129798,100,3.0,2,3,cv
,power_primary,True,shape,0.5,angle,1,100,100,76,0.76,0.04270831300812525,100,0.05427003988977057,0.038146413231764986,0.04908959388679601,0.0629338013792815,100,6.057217619618443,7.10237132513176,32.40410606129798,100,3.0,2,3,cv
,power_primary,True,shape,0.5,shape,1,100,100,97,0.97,0.017058722109231986,100,0.05427003988977057,0.038146413231764986,0.04908959388679601,0.0629338013792815,100,6.057217619618443,7.10237132513176,32.40410606129798,100,3.0,2,3,cv
,power_primary,True,shape,1.0,delta,1,100,100,89,0.89,0.031288975694324025,100,0.0628629954137183,0.044581720460592666,0.05748906310991886,0.07348597043605387,100,5.6586836138233405,4.646542458487307,34.205828628819305,100,3.0,2,4,cv
,power_primary,True,shape,1.0,angle,1,100,100,79,0.79,0.0407308237088326,100,0.0628629954137183,0.044581720460592666,0.05748906310991886,0.07348597043605387,100,5.6586836138233405,4.646542458487307,34.205828628819305,100,3.0,2,4,cv
,power_primary,True,shape,1.0,shape,1,100,100,100,1.0,0.0,100,0.0628629954137183,0.044581720460592666,0.05748906310991886,0.07348597043605387,100,5.6586836138233405,4.646542458487307,34.205828628819305,100,3.0,2,4,cv
,power_primary,True,translation,0.25,delta,1,100,100,1,0.01,0.0099498743710662,100,0.05277702775734698,0.037470852298189194,0.050323132690807404,0.060817521221418425,100,5.292995253244706,6.742270880177486,40.00334727316179,100,3.0,2,3,cv
,power_primary,True,translation,0.25,angle,1,100,100,9,0.09,0.02861817604250837,100,0.05277702775734698,0.037470852298189194,0.050323132690807404,0.060817521221418425,100,5.292995253244706,6.742270880177486,40.00334727316179,100,3.0,2,3,cv
